ID,Name,Number,Street,ZIP,Phone,Cuisine,An Inspection,,,,Score,,,,Lat,Lng,List of Violation Codes
40786959,ALBELLA RISTORANTE & BAR,2,LAFAYETTE STREET,10007,2122675900,Italian,7/8/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,36,7/8/2011,11/14/2014,Cycle Inspection / Re-inspection,40.714105,-74.003867,04M-02G
41520658,V-NAM CAFE,1820,1 AVENUE,10009,2127806020,Vietnamese/Cambodian/Malaysia,12/18/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,12/18/2013,11/14/2014,Cycle Inspection / Re-inspection,40.725389,-73.97766,04L-04A
41707666,EVR,54,WEST   39 STREET,10018,2129973900,Tapas,6/4/2013,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,36,6/4/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.752379,-73.98476,04C-02G-04H
40397791,PYRAMID,101,AVENUE A,10009,2122284888,American,5/25/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",36,5/25/2011,11/14/2014,Cycle Inspection / Re-inspection,40.725802,-73.983922,06D-06F-04C
40366381,DANGERFIELD'S NIGHT CLUB,1118,1 AVENUE,10065,2125931650,American,3/20/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,36,3/20/2013,11/14/2014,Cycle Inspection / Re-inspection,40.760982,-73.960573,04M-04C
41439298,MOON HOUSE CHINESE RESTAURANT,1810,3 AVENUE,10029,2124276540,Chinese/Japanese,3/21/2013,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,36,3/21/2013,11/14/2014,Cycle Inspection / Re-inspection,40.788256,-73.947498,04C-04M-02B
41425806,AANGAN,2701,BROADWAY,10025,2122804100,Indian,9/5/2012,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",36,9/5/2012,11/14/2014,Cycle Inspection / Re-inspection,40.799394,-73.968785,04J-02G-04N
41716292,DUNHILL CAFE,109,WEST   45 STREET,10036,2129448484,American,1/30/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",36,1/30/2014,11/14/2014,Cycle Inspection / Re-inspection,40.757178,-73.983066,04H-06D
41148325,BARKING DOG LUNCHEONETTE,1678,3 AVENUE,10128,2128311800,American,9/15/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",36,9/15/2011,11/14/2014,Cycle Inspection / Re-inspection,40.784115,-73.950513,04H-06C
41047105,LIBRETTO'S PIZZERIA,546,3 AVENUE,10016,2122136445,American,11/23/2011,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,36,11/23/2011,11/14/2014,Cycle Inspection / Re-inspection,40.747306,-73.977288,04C-04L
41306250,SIDO GOURMET,849,2 AVENUE,10017,2122863639,Pizza/Italian,10/12/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,36,10/12/2011,11/14/2014,Cycle Inspection / Re-inspection,40.752168,-73.970831,04M-06E-02B
41439313,LOS FELIZ,109,LUDLOW STREET,10002,2122288383,Mexican,3/26/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,3/26/2013,11/14/2014,Cycle Inspection / Re-inspection,40.719408,-73.988945,04L
41157184,CAFE CONDESA,183,WEST   10 STREET,10014,2123520050,French,6/30/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",36,6/30/2014,11/14/2014,Cycle Inspection / Re-inspection,40.734413,-74.00268,04J-04L
41309690,HAKATA TON TON,61,GROVE STREET,10014,2122423699,Japanese,1/3/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,1/3/2012,11/14/2014,Cycle Inspection / Re-inspection,40.733317,-74.003312,04L-06F-06E
41268795,ARTE AROUND THE CORNER,274276,COLUMBUS AVENUE,10023,2128752195,Italian,9/25/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",36,9/25/2013,11/14/2014,Cycle Inspection / Re-inspection,40.779037,-73.977186,04J-02G-05D
41341123,VILLA PIZZA,625,8 AVENUE,10018,2129719242,Pizza/Italian,1/10/2013,Violations were cited in the following area(s).,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",36,1/10/2013,11/14/2014,Cycle Inspection / Re-inspection,40.756463,-73.991182,04F-06A-04L
41667050,MARU,11,WEST   32 STREET,10001,2122733413,Korean,12/18/2013,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,36,12/18/2013,11/14/2014,Cycle Inspection / Re-inspection,40.747671,-73.986274,04C-04H-04A
40997950,BAGATELLE,1,LITTLE WEST 12 STREET,10014,2124882110,French,12/13/2013,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",36,12/13/2013,11/14/2014,Cycle Inspection / Re-inspection,40.739678,-74.00599,04D-02G
40388818,YAMA JAPANESE RESTAURANT',122,EAST   17 STREET,10003,2124750969,Japanese,3/27/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,3/27/2013,11/14/2014,Cycle Inspection / Re-inspection,40.735822,-73.987644,04L-06C
41721094,UPTOWN SOCIAL,186,DYCKMAN STREET,10040,2123040244,American,7/12/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",36,7/12/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.864451,-73.926916,06D-04N-05D
40573929,ARABELLE,37,EAST   64 STREET,10065,2126064600,American,4/9/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",36,4/9/2013,11/14/2014,Cycle Inspection / Re-inspection,40.766599,-73.968338,04J-05D
40721121,GREENWICH VILLAGE BISTRO,13,CARMINE STREET,10014,2122069777,American,9/21/2012,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,36,9/21/2012,11/14/2014,Cycle Inspection / Re-inspection,40.730602,-74.002387,04K-04N
50002071,DELIS 48,48,WEST   48 STREET,10036,2127689600,American,10/7/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",36,10/7/2014,11/14/2014,Cycle Inspection / Re-inspection,40.757978,-73.980327,04J-06D-02G
41087519,REDEMPTION GRILL,1003,2 AVENUE,10022,2123194545,American,6/22/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",36,6/22/2012,11/14/2014,Cycle Inspection / Re-inspection,40.756958,-73.967296,04H-06D-04L
40930516,RAVAGH PERSIAN GRILL,11,EAST   30 STREET,10016,2126960300,Iranian,4/17/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,4/17/2012,11/14/2014,Cycle Inspection / Re-inspection,40.74574,-73.985433,04L-02H-02G
41632748,JOEY PEPPERONI PIZZA,381,BROADWAY,10013,3476654498,Pizza,10/10/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,10/10/2012,11/14/2014,Cycle Inspection / Re-inspection,40.718258,-74.003206,04L-04N
40364389,OLD TOWN BAR & RESTAURANT,45,EAST   18 STREET,10003,2125296732,American,4/24/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,36,4/24/2013,11/14/2014,Cycle Inspection / Re-inspection,40.737564,-73.989188,04L
41103419,MERCADO'S CUISINE,1759,LEXINGTON AVENUE,10029,2124102793,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/13/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",36,7/13/2011,11/14/2014,Cycle Inspection / Re-inspection,40.794304,-73.944563,04N
41243824,LANDMARC,10,COLUMBUS CIRCLE,10019,2128236123,American,5/10/2012,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,36,5/10/2012,11/14/2014,Cycle Inspection / Re-inspection,40.768504,-73.983187,04M
41174419,K-BAP,62,WEST   56 STREET,10019,9176393814,Korean,3/26/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",37,3/26/2013,11/14/2014,Cycle Inspection / Re-inspection,40.763243,-73.977418,06E-04M-06F
40990597,TAI THAI THAILAND,78,EAST 1 STREET,10009,2127772552,Thai,4/15/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,37,4/15/2014,11/14/2014,Cycle Inspection / Re-inspection,40.723225,-73.987932,04M-04L-04A
41466937,NEW HON WONG RESTAURANT,244,CANAL STREET,10013,2129258468,Chinese,4/4/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,37,4/4/2014,11/14/2014,Cycle Inspection / Re-inspection,40.718021,-74.000392,04L-04H-06C
40398434,CURRY IN A HURRY,119,LEXINGTON AVENUE,10016,2124174361,Indian,12/30/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,37,12/30/2011,11/14/2014,Cycle Inspection / Re-inspection,40.742638,-73.982139,04L-06E-06C
41632866,CITY CAFE,35,WEST   43 STREET,10036,2127640444,Delicatessen,11/26/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",37,11/26/2013,11/14/2014,Cycle Inspection / Re-inspection,40.755084,-73.981997,06C-04H
41486990,ATOMIC WINGS,1140,2 AVENUE,10065,2128885777,Chicken,5/8/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",37,5/8/2012,11/14/2014,Cycle Inspection / Re-inspection,40.761204,-73.963535,06D-04A
40563526,REPUBLIC RESTAURANT,37,UNION SQUARE WEST,10003,2126277172,Thai,5/16/2013,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,37,5/16/2013,11/14/2014,Cycle Inspection / Re-inspection,40.737009,-73.990855,04K-02B
40994918,KEY BAR,432,EAST   13 STREET,10009,2124783021,American,7/23/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",37,7/23/2013,11/14/2014,Cycle Inspection / Re-inspection,40.729922,-73.981873,06D-04C
41214446,MCDONALD'S,1997,3 AVENUE,10029,2123693791,Hamburgers,10/12/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",37,10/12/2011,11/14/2014,Cycle Inspection / Re-inspection,40.793812,-73.942651,04N-04L
41326351,BRASSERIE COGNAC,1740,BROADWAY,10019,2127573600,French,2/8/2013,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,37,2/8/2013,11/14/2014,Cycle Inspection / Re-inspection,40.765052,-73.981836,04C-04N-04A
41075261,SPANKY &  DARLA'S,140,1 AVENUE,10009,2122546631,Not Listed/Not Applicable,5/17/2011,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,37,5/17/2011,11/14/2014,Cycle Inspection / Re-inspection,40.727822,-73.984872,04A-06D-06F
41444879,GRAND BO KY RESTAURANT,214216,GRAND STREET,10013,2122199228,Chinese,3/9/2012,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,37,3/9/2012,11/14/2014,Cycle Inspection / Re-inspection,40.717384,-73.991467,04A-02B
50001836,JUKE BAR,196,2 AVENUE,10003,2122287464,American,7/22/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",37,7/22/2014,11/14/2014,Cycle Inspection / Re-inspection,40.731053,-73.985478,04N-02G-04H
41717504,TAKI SUSHI,60,WEST   48 STREET,10036,2128322288,Japanese,3/11/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,37,3/11/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.758073,-73.980743,04L-03B-04H
40835721,71 IRVING PLACE,71,IRVING PLACE,10003,2129955252,American,5/1/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",37,5/1/2013,11/14/2014,Cycle Inspection / Re-inspection,40.736814,-73.987023,04H-04L
41460032,BALADE,208,1 AVENUE,10009,2125296868,Mediterranean,3/7/2013,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,37,3/7/2013,11/14/2014,Cycle Inspection / Re-inspection,40.73025,-73.983001,04A-02G-04L
50014385,PAPRIKA,110,SAINT MARKS PLACE,10009,2126776563,Italian,9/18/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",37,9/18/2014,11/14/2014,Pre-permit (Operational) / Re-inspection,40.726931,-73.984343,06E-06A-04L
41207574,NICA TRATTORIA,354,EAST   84 STREET,10028,2124725040,Italian,8/1/2014,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,37,8/1/2014,11/14/2014,Cycle Inspection / Re-inspection,40.775648,-73.950799,05D-04L-02G
40939600,BANQUET KITCHEN (MARRIOTT),85,WEST STREET,11222,2123854900,American,7/10/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",37,7/10/2013,11/14/2014,Cycle Inspection / Re-inspection,40.729398,-73.959197,04N-04H-02G
41267359,MADANGSUI,35,WEST   35 STREET,10018,2125649333,Korean,3/17/2014,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",37,3/17/2014,11/14/2014,Cycle Inspection / Re-inspection,40.749818,-73.985763,05H-06E
41310578,EASTEND BAR & GRILL,1664,1 AVENUE,10028,2123483783,American,9/10/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",37,9/10/2012,11/14/2014,Cycle Inspection / Re-inspection,40.777253,-73.948676,06C-06D
41546054,PARK AVENUE TAVERN,99,PARK AVENUE,10016,2128674484,American,8/25/2011,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,37,8/25/2011,11/14/2014,Pre-permit (Operational) / Re-inspection,40.750384,-73.978411,06G-04C-04A
41028925,JAMBA JUICE,1580,BROADWAY,10036,2125821915,"Juice, Smoothies, Fruit Salads",7/23/2014,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",37,7/23/2014,11/14/2014,Cycle Inspection / Re-inspection,40.759662,-73.985038,06E-04N
41611572,NASHA RASHA,4,WEST   19 STREET,10011,2129294444,Russian,9/6/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",37,9/6/2014,11/14/2014,Cycle Inspection / Re-inspection,40.739116,-73.991759,04H-04A-04L
41289885,LA PRECIOSA CHINA RESTAURANT,163,EAST  116 STREET,10029,2123693921,Chinese,6/11/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,37,6/11/2013,11/14/2014,Cycle Inspection / Re-inspection,40.798563,-73.940831,04L-04M
41643753,THE WAYLAND,700,EAST 9 STREET,10009,2127777022,American,4/11/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,4/11/2012,11/14/2014,Pre-permit (Operational) / Re-inspection,40.725058,-73.97779,04L-06D
41432497,BRAD'S CAFE,2950,BROADWAY,10027,2128546675,American,8/19/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,8/19/2013,11/14/2014,Cycle Inspection / Re-inspection,40.807631,-73.963632,04L-02G
40576260,HECTOR'S CAFE & DINER,44,LITTLE WEST 12 STREET,10014,2122067592,American,4/30/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,4/30/2012,11/14/2014,Cycle Inspection / Re-inspection,40.740256,-74.008388,06C-04N
41011076,YAKITORI SUN-CHAN,2707,BROADWAY,10025,2127495008,Japanese,3/6/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,38,3/6/2013,11/14/2014,Cycle Inspection / Re-inspection,40.799504,-73.968717,06F-04L
41354191,BARUCH COLLEGE,55,LEXINGTON AVENUE,10010,6463124871,American,9/12/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,9/12/2012,11/14/2014,Cycle Inspection / Re-inspection,40.740284,-73.983742,04L-02B
41512460,BELLINI RESTAURANT,483,COLUMBUS AVENUE,10024,2127244615,Italian,5/4/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",38,5/4/2013,11/14/2014,Cycle Inspection / Re-inspection,40.784609,-73.973246,06D-06E-04H
41695827,NEW EMPIRE,2642,BROADWAY,10025,2126636004,Asian,8/15/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,8/15/2013,11/14/2014,Cycle Inspection / Re-inspection,40.797215,-73.96941,06C-06D
41034539,HOLLYWOOD DINER,574,6 AVENUE,10011,2126918465,American,3/18/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,3/18/2014,11/14/2014,Cycle Inspection / Re-inspection,40.738693,-73.995519,04L-06F-06B
41301933,EAST BROADWAY RESTAURANT,94,EAST BROADWAY,10002,2126251080,Chinese,8/29/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",38,8/29/2013,11/14/2014,Cycle Inspection / Re-inspection,40.713933,-73.993624,04N-06A
41712872,PARADISE BIRYANI POINTE AND GRAMERCY PIZZA PASTA,77,LEXINGTON AVENUE,10010,2126862299,Indian,9/3/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",38,9/3/2013,11/14/2014,Cycle Inspection / Re-inspection,40.741211,-73.983216,06E-04J-02G
41394959,BOHEMIAN NEW YORK,57,GREAT JONES ST,10012,2123881070,Japanese,4/16/2013,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,38,4/16/2013,11/14/2014,Cycle Inspection / Re-inspection,40.726451,-73.992314,05D-04J-06A
40676801,IGUANA RESTAURANT,240,WEST   54 STREET,10019,2127655454,Mexican,2/21/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",38,2/21/2014,11/14/2014,Cycle Inspection / Re-inspection,40.764206,-73.98321,04H-02G-06A
41360833,BLACKSMITH CAFE & DELICATESSEN,20,WEST   37 STREET,10018,2125641199,Delicatessen,1/17/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,1/17/2014,11/14/2014,Cycle Inspection / Re-inspection,40.750677,-73.984544,06C-04H-04O
40424633,MANNA HOUSE,125,MOTT STREET,10013,2129663766,Bakery,10/31/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,10/31/2013,11/14/2014,Cycle Inspection / Re-inspection,40.718197,-73.997147,06C-04O
41165892,PER LEI,1347,2 AVENUE,10021,2124399200,Italian,5/16/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",38,5/16/2012,11/14/2014,Cycle Inspection / Re-inspection,40.768135,-73.959204,06E-04H-06D
41586306,ROASTOWN,267,WEST   34 STREET,10001,2122908015,American,12/11/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,12/11/2013,11/14/2014,Cycle Inspection / Re-inspection,40.752232,-73.99296,06C-04L
41317579,BELFRY,222,EAST 14 STREET,10003,2124736590,American,5/3/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",38,5/3/2011,11/14/2014,Cycle Inspection / Re-inspection,40.732628,-73.986377,04H-04A
41561891,SPASSO,551,HUDSON STREET,10014,2128583838,Italian,2/8/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",38,2/8/2012,11/14/2014,Cycle Inspection / Re-inspection,40.735258,-74.006292,04N-04M
41172672,WENG'S PALACE,304,WEST   40 STREET,10018,2128686868,Chinese,11/15/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,38,11/15/2011,11/14/2014,Cycle Inspection / Re-inspection,40.756058,-73.991414,04M-02G-02B
41648141,NEW ASIA,666,AMSTERDAM AVENUE,10025,6466783689,Chinese,5/8/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,5/8/2013,11/14/2014,Cycle Inspection / Re-inspection,40.791959,-73.972163,06C-04L-02G
41546351,BABYLON,40,THOMPSON STREET,10013,2123908538,Mediterranean,1/3/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,1/3/2013,11/14/2014,Cycle Inspection / Re-inspection,40.723319,-74.00379,04L-06C-06D
40373149,CAFFE DANTE,79,MAC DOUGAL STREET,10012,2129825275,Italian,7/8/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",38,7/8/2014,11/14/2014,Cycle Inspection / Re-inspection,40.728843,-74.001652,06D-04L-06A
41529703,ON THE ROCKS,696,10 AVENUE,10019,2122472055,American,10/5/2012,Establishment re-opened by DOHMH,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",38,10/5/2012,11/14/2014,Cycle Inspection / Reopening Inspection,40.763704,-73.992032,06D-04N-04L
41212364,BECKETT'S,81,PEARL STREET,10004,2122691001,American,11/4/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,11/4/2013,11/14/2014,Cycle Inspection / Re-inspection,40.704161,-74.010367,04L-06C
40392339,ABSOLUTE BAGELS,2788,BROADWAY,10025,2129322105,Bagels/Pretzels,8/21/2012,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",38,8/21/2012,11/14/2014,Cycle Inspection / Re-inspection,40.802516,-73.9674,04D-04L-02G
41650721,38TH STREET DINER,32,WEST   38 STREET,10018,2122216222,American,2/7/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,38,2/7/2013,11/14/2014,Cycle Inspection / Re-inspection,40.751426,-73.984472,04M-04L-02G
40394392,PICCOLO ANGOLO,621,HUDSON STREET,10014,2122299177,Italian,9/22/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,9/22/2011,11/14/2014,Cycle Inspection / Re-inspection,40.738045,-74.005812,04L-06D
41232102,CHUCK E CHEESE'S,280,ST NICHOLAS AVENUE,10027,2122229772,Pizza,10/19/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",38,10/19/2012,11/14/2014,Cycle Inspection / Re-inspection,40.81014,-73.952765,04N-06D-02B
40944945,LITTLE SHUBERT THEATRE,422,WEST   42 STREET,10036,2125867610,American,12/21/2013,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,38,12/21/2013,11/14/2014,Cycle Inspection / Re-inspection,40.758651,-73.993875,05D-05H
41371241,DEAN & DELUCA,620,8 AVENUE,10018,2122210308,American,10/10/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,38,10/10/2014,11/14/2014,Cycle Inspection / Re-inspection,40.756205,-73.989914,04A-06D-02G
40401104,1020 BAR,1020,AMSTERDAM AVENUE,10025,2125313468,American,12/27/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",38,12/27/2012,11/14/2014,Cycle Inspection / Re-inspection,40.803264,-73.963964,06E-07A
41215164,JIMMY'S ON 7TH STREET,43,EAST 7 STREET,10003,2129823006,American,8/1/2011,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,39,8/1/2011,11/14/2014,Cycle Inspection / Re-inspection,40.728314,-73.988579,04M-04N-06A
41413340,FASHION 40,202,WEST   40 STREET,10018,2122213628,American,1/17/2012,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",39,1/17/2012,11/14/2014,Cycle Inspection / Re-inspection,40.754861,-73.988607,06E-06D-06F
40368971,LA MANGEOIRE,1008,2 AVENUE,10022,2127597086,French,3/7/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",39,3/7/2011,11/14/2014,Cycle Inspection / Re-inspection,40.756833,-73.966835,04H-02G-04L
